steering_angle,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_7,sample_6,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,f0_0,f0_1,f0_2,f0_3,f0_4,f0_5,f0_6,f0_7,f0_8,f0_9,f0_10,f0_11,f0_12,f0_13,f0_14,f0_15,f0_16,f0_17,f0_18,f0_19,f0_20,f0_21,f0_22,f0_23
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.34456754,0.29386568,0.29812467,0.37074,0.23728487,0.45741987,0.16434896,0.5488383,0.08650003,0.65004694,0.005568385,0.769263,0.4745308,0.3071982,0.5473478,0.39463645,0.621619,0.49063873,0.69370794,0.5964933,0.7754533,0.7118403,0.85090566,0.84398484
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.33965623,0.28839454,0.29597136,0.36531734,0.2366431,0.45161957,0.16517477,0.54287297,0.08810373,0.6436516,0.007919081,0.76257473,0.46939924,0.3032592,0.5442249,0.39183658,0.62020504,0.48919857,0.69370663,0.596924,0.7765467,0.7136204,0.85230136,0.8475824
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.33551043,0.2889859,0.29310998,0.36598152,0.23449823,0.45256138,0.16385117,0.54371095,0.08741368,0.6446646,0.00773564,0.76396257,0.46559608,0.30346805,0.541119,0.3919831,0.61760515,0.4891454,0.6915009,0.5966621,0.77464586,0.713032,0.85094047,0.84703434
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.33477747,0.2919339,0.29269704,0.36708546,0.23488787,0.45242012,0.1650929,0.5421561,0.09013669,0.6419507,0.011315227,0.7597916,0.46282068,0.30551833,0.5367844,0.39155722,0.61155915,0.4867078,0.6840872,0.59194,0.7657457,0.7057071,0.84141076,0.83726114
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.33437455,0.28671443,0.28986555,0.36406374,0.23010248,0.451167,0.15871009,0.54287434,0.082094215,0.64425045,0.0023553222,0.76475114,0.46506193,0.29976326,0.5384615,0.38708198,0.61365473,0.4832641,0.6865686,0.58944166,0.76856995,0.70436156,0.84522235,0.83725214
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3295471,0.28453618,0.2874418,0.36175466,0.22885467,0.4490559,0.15886557,0.54086155,0.08284056,0.64238024,0.0032834485,0.76336014,0.46018648,0.29764828,0.53522384,0.3854727,0.61189586,0.48184806,0.68621904,0.58869195,0.7695682,0.7037966,0.84670585,0.8374377
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3283882,0.28918684,0.28497922,0.36712605,0.22623518,0.45515805,0.1561147,0.5481236,0.08048839,0.65082407,0.0012391359,0.77386415,0.45739007,0.30018196,0.5309606,0.38680315,0.606578,0.48177254,0.6801116,0.5869677,0.76307476,0.700708,0.8395649,0.8334285
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.32919326,0.2847321,0.2879433,0.36258662,0.23019814,0.45006448,0.1604712,0.54286957,0.08495526,0.6451571,0.0057074875,0.7671797,0.45751104,0.29845214,0.53369385,0.3874037,0.6107144,0.48487523,0.68590236,0.5931007,0.770113,0.7097595,0.84654725,0.84556115
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3250306,0.28537342,0.28538084,0.3634863,0.2290075,0.45150077,0.16091813,0.5451206,0.087186694,0.6482668,0.00970526,0.7701061,0.4517635,0.29716814,0.5273876,0.38465703,0.6036406,0.48069727,0.6783961,0.5877766,0.7618158,0.7027027,0.8375263,0.83751357
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3226654,0.28656638,0.28199095,0.36501276,0.22461408,0.4535765,0.15627317,0.5473986,0.082099065,0.65068555,0.0043592453,0.7736058,0.45023912,0.29811594,0.5250611,0.38544822,0.6015305,0.48129827,0.67614746,0.588099,0.7595537,0.7028241,0.83648574,0.8377617
