"steering_angle","sample_0","sample_1","sample_2","sample_3","sample_4","sample_5","sample_7","sample_6","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","f0_0","f0_1","f0_2","f0_3","f0_4","f0_5","f0_6","f0_7","f0_8","f0_9","f0_10","f0_11","f0_12","f0_13","f0_14","f0_15","f0_16","f0_17","f0_18","f0_19","f0_20","f0_21","f0_22","f0_23"
"144","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.48087424","0.40537733","0.46163645","0.465393","0.42533728","0.542052","0.3787778","0.6246505","0.3285484","0.7197238","0.26143605","0.8251466","0.6085481","0.41179013","0.69572175","0.47896463","0.77744496","0.5610309","0.85616744","0.64949363","0.9408402","0.7477821","1.0144076","0.8615996"
"144","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.42465287","0.3904568","0.419697","0.4536156","0.39205906","0.5325475","0.35226855","0.61756617","0.3064983","0.71616673","0.24017735","0.8242389","0.55441326","0.39728582","0.6558872","0.469441","0.74817884","0.55441594","0.8363569","0.6461979","0.9309257","0.7488255","1.0107081","0.86497283"
"144","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.3965814","0.3857693","0.40397528","0.45050257","0.38413787","0.5313718","0.35128546","0.6181401","0.3106517","0.7193023","0.24839051","0.8296835","0.52275956","0.39325702","0.6342302","0.46820986","0.733182","0.55591923","0.82878816","0.6508819","0.9277823","0.75668275","1.0083683","0.87578875"
"116","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.3473375","0.3693003","0.36023617","0.43710238","0.34256634","0.51862097","0.31018817","0.6071303","0.26769435","0.7091819","0.20581831","0.8203379","0.4752272","0.37904736","0.5918096","0.4592923","0.69373333","0.5499888","0.7939056","0.6518074","0.8956684","0.7617742","0.9764925","0.8846581"
"54","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.3197435","0.36652064","0.3252757","0.43437177","0.30138808","0.5144687","0.2615734","0.60290337","0.21290371","0.70159245","0.14620487","0.8123226","0.4505457","0.37826884","0.5647741","0.460397","0.6635276","0.55248415","0.7621677","0.6564357","0.8640108","0.7686318","0.94674116","0.8928617"
"-2","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.26671135","0.36085695","0.26767582","0.42994052","0.2401362","0.5116753","0.19695312","0.60051227","0.14465232","0.6999053","0.075998336","0.8142091","0.4081968","0.36909094","0.5222121","0.45106566","0.62319016","0.54056793","0.7194458","0.6395371","0.82567275","0.74810493","0.91056037","0.87368983"
"-92","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.23680277","0.35776484","0.23952207","0.4284529","0.21439725","0.51055765","0.17541449","0.60080767","0.12682301","0.7009404","0.06280818","0.81581736","0.3741168","0.366169","0.4862948","0.44801968","0.58769333","0.5379594","0.68321824","0.63671815","0.78932166","0.74514484","0.8713138","0.8740308"
"-100","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.24500625","0.35793197","0.23980452","0.4290334","0.21078569","0.51031077","0.16879325","0.6011158","0.11886556","0.69991547","0.054973643","0.81423837","0.37541994","0.3657772","0.47750393","0.4454226","0.5723816","0.5346459","0.6619731","0.63135666","0.7612425","0.73891425","0.8398769","0.86631525"
"-84","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.2861647","0.3726009","0.26568538","0.44251704","0.22643057","0.5229172","0.17322332","0.61170715","0.1140266","0.7075617","0.04319092","0.8210428","0.41861495","0.38159692","0.510419","0.46206492","0.5970304","0.551338","0.6801988","0.6483943","0.7728917","0.7558002","0.8505037","0.8811567"
"-42","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.3333004","0.37581646","0.30159685","0.44368184","0.2530404","0.52390313","0.19092084","0.6102201","0.123048864","0.70520985","0.045341045","0.8162379","0.47225288","0.38448563","0.5575417","0.46488345","0.63860816","0.5529694","0.7167716","0.649835","0.8058933","0.7560115","0.88544726","0.8772285"
