"steering_angle","sample_0","sample_1","sample_2","sample_3","sample_4","sample_5","sample_7","sample_6","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","f0_0","f0_1","f0_2","f0_3","f0_4","f0_5","f0_6","f0_7","f0_8","f0_9","f0_10","f0_11","f0_12","f0_13","f0_14","f0_15","f0_16","f0_17","f0_18","f0_19","f0_20","f0_21","f0_22","f0_23"
"-48","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.37364104","0.36808097","0.297424","0.43685687","0.22711217","0.50902814","0.15000212","0.5881523","0.06768429","0.6844498","0.001272887","0.78941035","0.4932027","0.37102017","0.522462","0.44294554","0.5569324","0.5251095","0.59523886","0.61422044","0.639125","0.70838386","0.68950033","0.8277192"
"-48","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.3812393","0.3691263","0.30164135","0.43896937","0.22941987","0.5116968","0.15076058","0.59131837","0.066123605","0.6892413","-0.0011147857","0.7948365","0.5023718","0.37030834","0.52950877","0.44198453","0.56232214","0.5234395","0.59891844","0.6118144","0.6413931","0.70495147","0.6913024","0.8240793"
"-48","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.3827869","0.37093392","0.30465242","0.44026172","0.23287348","0.5130652","0.15448141","0.5928657","0.07028152","0.68972075","0.0017330423","0.7957207","0.5035355","0.37215936","0.53188324","0.44327343","0.56640494","0.52433413","0.60419106","0.6122194","0.64840806","0.7051051","0.6994301","0.82280564"
"-60","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.38685608","0.37299705","0.30742314","0.44245362","0.23489887","0.5152102","0.15565832","0.59501106","0.07046229","0.69187504","0.001473926","0.79777575","0.5083054","0.37397057","0.53582865","0.444961","0.569705","0.5258936","0.60704565","0.61367834","0.65068877","0.70631826","0.7012388","0.8238815"
"-60","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.3951702","0.37556463","0.31452167","0.44496","0.23991328","0.5170436","0.15867019","0.59595203","0.07142514","0.6916311","-3.4495443E-4","0.7960646","0.52025926","0.37825277","0.54846436","0.4502223","0.5828983","0.5314786","0.62058645","0.6200759","0.66520035","0.7134682","0.7151953","0.8308853"
"-60","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.39652038","0.39766455","0.31671542","0.46472752","0.24371597","0.533938","0.16326803","0.60983586","0.076020144","0.7028613","0.0042794347","0.8072274","0.5192121","0.40302557","0.54782426","0.4757282","0.58103585","0.55717146","0.6193025","0.6460473","0.6645212","0.7396858","0.71193326","0.8595227"
"-60","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.40552193","0.39307392","0.32265386","0.4617033","0.24705607","0.53287244","0.16463669","0.6105262","0.07507302","0.70541334","0.0018890053","0.8097089","0.53157425","0.3957692","0.5593339","0.46760142","0.59251016","0.5476579","0.62935543","0.6354556","0.67431015","0.72734","0.72241795","0.8447082"
"-60","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.41889733","0.4034046","0.33343023","0.47299242","0.25532106","0.5460442","0.1700994","0.62465155","0.078045875","0.7202683","0.0024213046","0.8264081","0.54799265","0.40587032","0.5754482","0.4788828","0.60920376","0.5591234","0.6469331","0.647614","0.6930713","0.7409955","0.7419971","0.85881686"
"-60","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.42947564","0.39064854","0.3437509","0.4582159","0.2632052","0.53119373","0.17604543","0.60865676","0.08383778","0.701007","0.0051414967","0.80500406","0.5603764","0.3940667","0.5872756","0.46550488","0.6216019","0.5453164","0.65865016","0.63290274","0.70459425","0.72560537","0.7549983","0.84080756"
"-58","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.44736147","0.38627097","0.3595014","0.45489872","0.27594513","0.5311695","0.18500647","0.61152625","0.09086644","0.70538616","0.008535139","0.8104036","0.58122027","0.3897609","0.6092628","0.46318543","0.6457026","0.54505116","0.68477416","0.63508236","0.7334316","0.730842","0.78628254","0.8479725"
"-34","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.45914924","0.3848824","0.37277105","0.4537148","0.28862238","0.5323682","0.19702867","0.61504215","0.10341688","0.70938015","0.01875867","0.81527513","0.59560746","0.38840875","0.626735","0.4625522","0.666793","0.54537773","0.7092159","0.6369603","0.7615303","0.7343936","0.8178551","0.850404"
"0","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.48588443","0.39400685","0.39996046","0.4655637","0.3138135","0.5482376","0.22181901","0.6359684","0.12685537","0.7352935","0.03701833","0.8435","0.63138545","0.3958479","0.6704856","0.47130746","0.7160529","0.5558284","0.7669524","0.65006673","0.8268752","0.7494023","0.8913808","0.8647052"
