"steering_angle","sample_0","sample_1","sample_2","sample_3","sample_4","sample_5","sample_7","sample_6","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","f0_0","f0_1","f0_2","f0_3","f0_4","f0_5","f0_6","f0_7","f0_8","f0_9","f0_10","f0_11","f0_12","f0_13","f0_14","f0_15","f0_16","f0_17","f0_18","f0_19","f0_20","f0_21","f0_22","f0_23"
"80","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5655192","0.41435194","0.5091082","0.47576982","0.44855905","0.554567","0.38343656","0.6396781","0.3141755","0.7339877","0.24116434","0.84279877","0.69144154","0.41090578","0.74361825","0.470586","0.8025813","0.5442165","0.86289346","0.626628","0.92698187","0.71487117","0.9906362","0.81925726"
"80","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5778693","0.41718435","0.5154103","0.47903007","0.45031804","0.55757535","0.3815323","0.6426995","0.3087494","0.7362108","0.23505902","0.8453704","0.7038013","0.41391233","0.7503073","0.47396296","0.80476594","0.5480553","0.8615501","0.63116205","0.92145765","0.7196661","0.98288596","0.82387173"
"80","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.58999276","0.41920632","0.5209928","0.48047006","0.4515707","0.5588564","0.37947297","0.6436137","0.30366728","0.7359009","0.22914909","0.84506416","0.71612966","0.4144093","0.756158","0.47353756","0.80562234","0.5463557","0.8585066","0.62818474","0.9135553","0.7147898","0.9724717","0.8171357"
"80","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.59606904","0.419739","0.525466","0.48148137","0.45506823","0.5599529","0.3820055","0.64520127","0.30497053","0.7379533","0.23008281","0.8466669","0.7206235","0.4169653","0.7592248","0.47815192","0.80785596","0.55323404","0.8600725","0.63761234","0.91505784","0.72676873","0.9730333","0.83179665"
"84","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.6080331","0.4157369","0.5327834","0.47939414","0.45900786","0.5591593","0.38290668","0.6455269","0.3033816","0.73922825","0.2274882","0.8486637","0.73512447","0.41241086","0.77031696","0.47434348","0.81657034","0.550348","0.8666278","0.635617","0.91941017","0.7257352","0.97600126","0.8310776"
"94","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.59379065","0.4123186","0.5243596","0.4746226","0.45462573","0.55364215","0.3822328","0.63924026","0.30614918","0.7321969","0.23142226","0.84198606","0.71842396","0.40808132","0.7576637","0.46824366","0.80694467","0.5422539","0.8595094","0.6255639","0.91471744","0.7134882","0.97317255","0.81738"
"94","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5801845","0.414482","0.5183944","0.47577995","0.45375207","0.5536213","0.38577276","0.6381419","0.31389695","0.73106694","0.24012586","0.8396001","0.70577085","0.41177645","0.7523066","0.47166747","0.8070005","0.5456945","0.8636761","0.6288426","0.9239955","0.71724707","0.98572165","0.8215014"
"94","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5455884","0.40977913","0.495483","0.4683045","0.43886286","0.54352415","0.3768298","0.62493837","0.3108914","0.71637475","0.23811394","0.8201351","0.67343783","0.41063887","0.73206246","0.47084224","0.7939085","0.5454344","0.856912","0.6280875","0.92392313","0.71748686","0.98939383","0.8235248"
"94","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.51718736","0.4153142","0.4735282","0.47543222","0.41993082","0.5527385","0.35979557","0.6361557","0.29554713","0.7302459","0.22216381","0.8356379","0.648618","0.41535836","0.71589696","0.47703362","0.7832452","0.5528529","0.85179627","0.6363288","0.9247289","0.72694474","0.9945968","0.8345995"
"52","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.46094406","0.40767872","0.43486083","0.46881986","0.393066","0.54733855","0.34141195","0.6313777","0.28508574","0.7275357","0.21352452","0.8351141","0.5949","0.40790188","0.6800506","0.4714883","0.76034","0.5482934","0.83876145","0.6324431","0.92355615","0.7253187","1.0004842","0.83285636"
