"steering_angle","sample_0","sample_1","sample_2","sample_3","sample_4","sample_5","sample_7","sample_6","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","f0_0","f0_1","f0_2","f0_3","f0_4","f0_5","f0_6","f0_7","f0_8","f0_9","f0_10","f0_11","f0_12","f0_13","f0_14","f0_15","f0_16","f0_17","f0_18","f0_19","f0_20","f0_21","f0_22","f0_23"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5847602","0.4246199","0.5111556","0.48361385","0.43734717","0.55731857","0.3612073","0.63799703","0.28065506","0.72615373","0.20058218","0.82903206","0.71938396","0.42762393","0.75988597","0.4901768","0.8080822","0.5664017","0.8616613","0.65274924","0.91897035","0.7433475","0.97936237","0.8498938"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.57870585","0.42642838","0.5102331","0.48565787","0.4398228","0.5600192","0.3664905","0.6413077","0.28884625","0.7309226","0.21005784","0.8340045","0.712775","0.4301084","0.75796235","0.49361533","0.80952775","0.57086986","0.86620617","0.6581054","0.92647314","0.75018036","0.98816603","0.85872495"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.58281595","0.43014842","0.5137981","0.4904179","0.4429996","0.56562096","0.3690253","0.6479096","0.29069147","0.73889834","0.21212097","0.8428676","0.71658766","0.4341029","0.7616462","0.49900943","0.8132309","0.5775046","0.8699377","0.6661803","0.9302738","0.75955796","0.99169385","0.87019646"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5809506","0.42925823","0.5140698","0.48963124","0.44485098","0.5651136","0.37232453","0.64783716","0.29554716","0.7392992","0.21762736","0.8438479","0.713871","0.43274307","0.7605016","0.49738002","0.8135488","0.57579744","0.8711983","0.66418916","0.9325644","0.7575464","0.99481386","0.8682483"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5797993","0.4257549","0.509336","0.48401666","0.43777576","0.55717134","0.36344355","0.6372987","0.28481486","0.7254473","0.20543389","0.82738096","0.7144817","0.4299709","0.7576833","0.4929512","0.8075179","0.56970596","0.8628603","0.6562445","0.92157435","0.7476138","0.98282146","0.85532415"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5805903","0.4262991","0.5118249","0.48354334","0.44129086","0.555822","0.36850172","0.63486886","0.29127687","0.72181034","0.2126406","0.8229664","0.7148049","0.43053916","0.7583656","0.49250406","0.8088076","0.568307","0.86348236","0.65372366","0.922037","0.7440753","0.98295677","0.8507314"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5684665","0.42935252","0.50222754","0.49004817","0.4324931","0.5658561","0.35987675","0.648834","0.2822033","0.7405971","0.20317858","0.8448732","0.7048452","0.431513","0.75321364","0.49516213","0.8065939","0.57251716","0.865245","0.6595644","0.92737156","0.75127923","0.9915942","0.86044"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.55740654","0.42860782","0.49507797","0.4895646","0.4278866","0.56592816","0.35726118","0.6494341","0.2819163","0.742298","0.20343985","0.84770906","0.69416857","0.43030998","0.7471145","0.49364662","0.8038261","0.5710251","0.8654052","0.6573528","0.9303247","0.74897933","0.99687","0.8590343"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.541056","0.41811895","0.49329722","0.47755367","0.43702272","0.5532902","0.3758726","0.635702","0.31032392","0.72909176","0.23596956","0.8343846","0.66929376","0.4214217","0.7312074","0.48499632","0.7952404","0.5629458","0.8605703","0.6486529","0.93105024","0.7415453","0.99999565","0.852955"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5361185","0.41866487","0.48417985","0.47958082","0.4238598","0.55632","0.35948816","0.64012337","0.2902525","0.7348325","0.21309985","0.84221375","0.6659231","0.42116255","0.72586846","0.48575377","0.7883172","0.56428134","0.8532736","0.6507542","0.9235298","0.7442442","0.9938013","0.8569232"
"50","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.52652174","0.429896","0.48085025","0.49116683","0.42445466","0.5686937","0.3636629","0.65307426","0.2979054","0.749717","0.22249654","0.8576361","0.6544864","0.4336607","0.71946126","0.50011426","0.7849864","0.5804871","0.8528091","0.66874874","0.926326","0.7645215","0.99828774","0.8795327"
"42","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.50336456","0.4176752","0.45227924","0.48049343","0.39044207","0.55875874","0.32454115","0.6438955","0.25243443","0.7400528","0.17228474","0.8481527","0.6368772","0.4198765","0.69986594","0.48750347","0.7625747","0.5675066","0.82970923","0.6563113","0.9026683","0.7515986","0.97661626","0.8641195"
"20","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.46228564","0.42272168","0.40116543","0.48849052","0.33175302","0.5675916","0.25655282","0.65370446","0.17548048","0.75051665","0.089645565","0.8564511","0.61041784","0.42487943","0.6732441","0.49605364","0.73510456","0.57673174","0.80222344","0.6672925","0.87765354","0.7630894","0.9532956","0.8749075"
"14","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.45158157","0.41993654","0.38631302","0.48913515","0.31296703","0.5709806","0.2336421","0.65872693","0.14902045","0.7586714","0.061119728","0.8665136","0.603058","0.42148802","0.66415703","0.49524444","0.7256099","0.57744926","0.7923031","0.6695056","0.8674881","0.7674346","0.9430028","0.8808395"
"12","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.46519822","0.42448103","0.39527082","0.49243528","0.3190308","0.572683","0.2375811","0.659405","0.15082228","0.7575729","0.06245146","0.8645364","0.6152394","0.42621696","0.67067957","0.49862266","0.7277967","0.5799365","0.7904427","0.67102116","0.86207765","0.76760036","0.93571126","0.88034344"
"12","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.47055537","0.41925144","0.4027833","0.4886694","0.32856697","0.5703081","0.24883308","0.6593674","0.16385522","0.75939757","0.07663345","0.86841536","0.6192837","0.4194791","0.67633855","0.49133217","0.734411","0.57235205","0.79817283","0.6634481","0.8705349","0.76002574","0.9444999","0.8726993"
"14","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.48375666","0.41697788","0.40726098","0.48698968","0.32659772","0.5692044","0.24109364","0.65797985","0.15066583","0.7580975","0.060664155","0.865824","0.6362437","0.416494","0.68709546","0.4886002","0.74103034","0.5697202","0.8010169","0.6608645","0.86924064","0.7565908","0.9408742","0.8686332"
"34","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5096973","0.4203949","0.436433","0.4915049","0.35840324","0.575439","0.27615583","0.66751873","0.18803924","0.7699748","0.09947893","0.88145244","0.65644825","0.4193311","0.70954335","0.49095714","0.76488703","0.5728109","0.8277612","0.66514325","0.8975917","0.76178765","0.97002757","0.87618494"
"34","0.40084648","0.37309483","0.35014018","0.44396442","0.28727487","0.5277633","0.21410081","0.61759","0.13528395","0.71782935","0.050964214","0.8295237","0.5463798","0.3775875","0.6204913","0.45701185","0.69358945","0.54459083","0.76754874","0.6411687","0.85070497","0.74652624","0.9314864","0.86621267","0.5287142","0.42243034","0.44852334","0.49500996","0.36603624","0.57954013","0.27992082","0.6722765","0.18813208","0.77526057","0.09845858","0.88676417","0.6772439","0.42115587","0.72478515","0.49275702","0.7765918","0.5746447","0.83693576","0.66753364","0.9040073","0.7643587","0.97399545","0.8784468"
