-12,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.44555843,0.4239294,0.36336803,0.48449072,0.28982928,0.54505205,0.2119647,0.614265,0.14275174,0.6878038,0.051909737,0.7570167,0.5969618,0.44123262,0.63589406,0.5061198,0.6791522,0.57965857,0.7353877,0.6575231,0.79162323,0.7310619,0.865162,0.8262297
-8,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.45853585,0.4282552,0.3763455,0.48881653,0.3028067,0.54937786,0.22926794,0.61859083,0.15572917,0.6878038,0.064887166,0.7613426,0.6012876,0.44123262,0.64021987,0.5104456,0.683478,0.57965857,0.7353877,0.6618489,0.79162323,0.7353877,0.865162,0.8305555
2,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.4628617,0.4282552,0.37201968,0.48881653,0.2984809,0.54937786,0.2162905,0.61859083,0.14275174,0.6964554,0.047583926,0.7656684,0.6099392,0.44123262,0.6445457,0.5061198,0.6878038,0.5839844,0.7397135,0.66617477,0.79594904,0.7440393,0.8694878,0.8348813
10,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.4628617,0.4282552,0.3763455,0.49314234,0.3028067,0.54937786,0.22061633,0.62291664,0.14707756,0.6964554,0.051909737,0.7656684,0.61859083,0.44123262,0.6531973,0.5061198,0.6964554,0.57965857,0.7483651,0.6618489,0.80027485,0.7353877,0.87813944,0.8262297
12,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.4628617,0.4282552,0.3806713,0.49314234,0.3028067,0.5580295,0.22061633,0.62724245,0.14707756,0.70510703,0.051909737,0.7786458,0.61859083,0.44123262,0.6531973,0.5104456,0.7007812,0.5839844,0.7526909,0.66617477,0.8132523,0.7483651,0.88679105,0.8435329
14,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.4715133,0.4239294,0.3893229,0.48881653,0.31578413,0.55370367,0.23359375,0.62291664,0.16005498,0.6964554,0.064887166,0.77432,0.62291664,0.44123262,0.6618489,0.5061198,0.70510703,0.5839844,0.7613426,0.6618489,0.8219039,0.7440393,0.89544266,0.8392071
14,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.4715133,0.4282552,0.3893229,0.49314234,0.31145832,0.55370367,0.22926794,0.62291664,0.15572917,0.7007812,0.060561355,0.77432,0.62724245,0.44555843,0.66617477,0.5104456,0.71375865,0.5883102,0.7699942,0.6705006,0.8305555,0.7526909,0.9084201,0.8478587
10,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.4758391,0.4282552,0.39797452,0.48881653,0.31578413,0.54937786,0.23791955,0.62291664,0.16438079,0.6964554,0.06921297,0.7699942,0.63156825,0.44123262,0.6705006,0.5104456,0.71808445,0.5883102,0.7699942,0.66617477,0.8305555,0.7526909,0.9127459,0.8435329
8,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.48449072,0.4239294,0.40230033,0.49314234,0.32443577,0.55370367,0.24657118,0.62291664,0.17303242,0.6964554,0.08651622,0.77432,0.63589406,0.44123262,0.6748264,0.5104456,0.71808445,0.5883102,0.77432,0.66617477,0.8348813,0.7483651,0.9170717,0.8435329
8,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.48016492,0.4239294,0.39797452,0.49314234,0.32010996,0.55370367,0.23791955,0.62724245,0.1687066,0.7007812,0.07353879,0.7786458,0.63156825,0.4369068,0.6705006,0.5104456,0.72241026,0.5839844,0.7786458,0.66617477,0.8392071,0.7483651,0.9170717,0.8435329
