steering_angle,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_7,sample_6,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,f0_0,f0_1,f0_2,f0_3,f0_4,f0_5,f0_6,f0_7,f0_8,f0_9,f0_10,f0_11,f0_12,f0_13,f0_14,f0_15,f0_16,f0_17,f0_18,f0_19,f0_20,f0_21,f0_22,f0_23
10,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5277488,0.4758391,0.4671875,0.54072624,0.40662614,0.6056134,0.3460648,0.6791522,0.28117767,0.7613426,0.20331308,0.8478587,0.6488715,0.48449072,0.70943284,0.54937786,0.7656684,0.62291664,0.8305555,0.70510703,0.8997685,0.79594904,0.98195887,0.89544266
16,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5277488,0.4758391,0.4758391,0.53640044,0.4196036,0.6056134,0.35904223,0.6748264,0.2941551,0.7526909,0.2162905,0.8435329,0.6531973,0.48449072,0.71375865,0.54937786,0.7699942,0.62291664,0.8392071,0.70510703,0.9040943,0.79162323,0.98195887,0.89111686
16,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.523423,0.4715133,0.4758391,0.53207463,0.4282552,0.6012876,0.37201968,0.6705006,0.31578413,0.7526909,0.24224538,0.8435329,0.64021987,0.48016492,0.70943284,0.54505205,0.77432,0.614265,0.8435329,0.6964554,0.9127459,0.7829716,0.9906105,0.88246524
20,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.53207463,0.4671875,0.48016492,0.53207463,0.4282552,0.5969618,0.3763455,0.66617477,0.32010996,0.7483651,0.250897,0.8348813,0.6488715,0.48016492,0.71375865,0.54505205,0.77432,0.614265,0.8435329,0.6964554,0.9127459,0.7829716,0.9949363,0.88246524
24,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5277488,0.4715133,0.48449072,0.53207463,0.4369068,0.6012876,0.3806713,0.6705006,0.32443577,0.7526909,0.2552228,0.8435329,0.6445457,0.48016492,0.71375865,0.54505205,0.77432,0.614265,0.8435329,0.6964554,0.9127459,0.7829716,0.9906105,0.88246524
24,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5277488,0.4715133,0.48016492,0.53640044,0.432581,0.6056134,0.3763455,0.6791522,0.32010996,0.7570167,0.24657118,0.8478587,0.6445457,0.48449072,0.71375865,0.54937786,0.7786458,0.62291664,0.8478587,0.70510703,0.9170717,0.79162323,0.9992621,0.89544266
24,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5190972,0.4671875,0.48016492,0.5277488,0.4369068,0.6012876,0.3893229,0.6705006,0.3374132,0.7526909,0.26820022,0.8392071,0.63156825,0.4758391,0.70510703,0.54072624,0.77432,0.614265,0.8435329,0.6921296,0.9170717,0.7786458,0.9949363,0.87813944
20,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5147714,0.4715133,0.4758391,0.53207463,0.432581,0.5969618,0.3849971,0.6705006,0.33308738,0.7440393,0.2638744,0.8305555,0.63156825,0.48449072,0.70510703,0.54937786,0.7699942,0.62291664,0.8435329,0.70510703,0.9170717,0.79162323,0.9949363,0.89111686
14,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5061198,0.4715133,0.4715133,0.53640044,0.4239294,0.6012876,0.3763455,0.6705006,0.32443577,0.7483651,0.2552228,0.8348813,0.62724245,0.48881653,0.7007812,0.54937786,0.7699942,0.62291664,0.8392071,0.70510703,0.9127459,0.79162323,0.9949363,0.89111686
2,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.49314234,0.4671875,0.45853585,0.53207463,0.41527778,0.5969618,0.36769387,0.66617477,0.32010996,0.7440393,0.250897,0.8305555,0.614265,0.48449072,0.6921296,0.54505205,0.7613426,0.61859083,0.8348813,0.6964554,0.9084201,0.7829716,0.9906105,0.88246524
