steering_angle,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_7,sample_6,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,f0_0,f0_1,f0_2,f0_3,f0_4,f0_5,f0_6,f0_7,f0_8,f0_9,f0_10,f0_11,f0_12,f0_13,f0_14,f0_15,f0_16,f0_17,f0_18,f0_19,f0_20,f0_21,f0_22,f0_23
-28,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.4239294,0.48881653,0.3503906,0.55370367,0.28550348,0.61859083,0.2162905,0.6878038,0.15572917,0.7656684,0.06921297,0.8435329,0.5666811,0.501794,0.62291664,0.5666811,0.6791522,0.6445457,0.7440393,0.71808445,0.80892646,0.80027485,0.89111686,0.9040943
-28,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.44123262,0.48016492,0.36769387,0.54505205,0.2984809,0.6099392,0.22926794,0.683478,0.16005498,0.7613426,0.077864595,0.8435329,0.57533276,0.48881653,0.62724245,0.5623553,0.683478,0.64021987,0.7440393,0.71808445,0.80892646,0.80460066,0.89111686,0.9084201
-26,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.45421004,0.48016492,0.37201968,0.54505205,0.2984809,0.6099392,0.22494213,0.683478,0.15572917,0.7656684,0.06921297,0.8435329,0.592636,0.49314234,0.64021987,0.5623553,0.6964554,0.64021987,0.7526909,0.72241026,0.8132523,0.80892646,0.8997685,0.9127459
-14,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.4628617,0.48449072,0.3763455,0.54937786,0.3028067,0.614265,0.22494213,0.6921296,0.15140337,0.7699942,0.060561355,0.8521846,0.6056134,0.49746814,0.6488715,0.5666811,0.6964554,0.6488715,0.7526909,0.72673607,0.8132523,0.8132523,0.89544266,0.9170717
0,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.48016492,0.4758391,0.40230033,0.54072624,0.32443577,0.6056134,0.24657118,0.6791522,0.17303242,0.7613426,0.08651622,0.8435329,0.62291664,0.48881653,0.6618489,0.5623553,0.70943284,0.64021987,0.7656684,0.72241026,0.8262297,0.8132523,0.9084201,0.9127459
14,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.49314234,0.4758391,0.41527778,0.54072624,0.3374132,0.6012876,0.2638744,0.6705006,0.19466147,0.7483651,0.10814527,0.8262297,0.64021987,0.49314234,0.6748264,0.5623553,0.72241026,0.64021987,0.77432,0.72241026,0.8348813,0.80460066,0.9213975,0.9040943
22,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5104456,0.4758391,0.432581,0.54072624,0.35904223,0.6056134,0.28117767,0.6748264,0.2162905,0.7526909,0.12544851,0.8305555,0.6575231,0.49746814,0.6921296,0.5623553,0.7397135,0.63589406,0.80027485,0.71808445,0.8608362,0.80460066,0.9473524,0.9040943
26,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5190972,0.48016492,0.4369068,0.54072624,0.36336803,0.6056134,0.28982928,0.6748264,0.22061633,0.7526909,0.13410012,0.8305555,0.6618489,0.49746814,0.7007812,0.5623553,0.7483651,0.64021987,0.80892646,0.72241026,0.8694878,0.80892646,0.96032983,0.9084201
26,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.53207463,0.4715133,0.45421004,0.53207463,0.3849971,0.5969618,0.31145832,0.66617477,0.24657118,0.7440393,0.16438079,0.8305555,0.6705006,0.49314234,0.70510703,0.5580295,0.7570167,0.63156825,0.8132523,0.71375865,0.87813944,0.80460066,0.96465564,0.8997685
26,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.53640044,0.4758391,0.4628617,0.53640044,0.3936487,0.6012876,0.32010996,0.6748264,0.2552228,0.7526909,0.17303242,0.8392071,0.6748264,0.48881653,0.70943284,0.5580295,0.7613426,0.63156825,0.8175781,0.71375865,0.88246524,0.80027485,0.96465564,0.8997685
