steering_angle,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_7,sample_6,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,f0_0,f0_1,f0_2,f0_3,f0_4,f0_5,f0_6,f0_7,f0_8,f0_9,f0_10,f0_11,f0_12,f0_13,f0_14,f0_15,f0_16,f0_17,f0_18,f0_19,f0_20,f0_21,f0_22,f0_23
-6,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.4196036,0.4239294,0.3893229,0.48881653,0.3503906,0.5666811,0.2984809,0.6488715,0.23791955,0.7397135,0.1687066,0.8392071,0.55370367,0.4282552,0.6488715,0.49314234,0.7310619,0.5710069,0.8132523,0.6531973,0.89544266,0.7440393,0.98195887,0.8565104
-8,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.40662614,0.4196036,0.37201968,0.48881653,0.32010996,0.5666811,0.2638744,0.6575231,0.20331308,0.7483651,0.121122696,0.8478587,0.54505205,0.4239294,0.64021987,0.48881653,0.72241026,0.5710069,0.80460066,0.6531973,0.88679105,0.7483651,0.97330725,0.8565104
-12,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.39797452,0.41527778,0.36769387,0.48449072,0.31578413,0.5580295,0.2595486,0.6445457,0.19898728,0.7353877,0.121122696,0.8348813,0.54505205,0.4196036,0.63589406,0.48881653,0.71808445,0.5666811,0.80027485,0.6531973,0.88246524,0.7440393,0.96898144,0.8521846
-16,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.3893229,0.4196036,0.3503906,0.48449072,0.2984809,0.5623553,0.24224538,0.6488715,0.18168403,0.7397135,0.099493645,0.8348813,0.53640044,0.4282552,0.62724245,0.49314234,0.71375865,0.57533276,0.79594904,0.6575231,0.87813944,0.7483651,0.96465564,0.8608362
-18,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.37201968,0.4239294,0.341739,0.48881653,0.2941551,0.5666811,0.23359375,0.6531973,0.17303242,0.7440393,0.09516783,0.8435329,0.5277488,0.4282552,0.62724245,0.49314234,0.71375865,0.57965857,0.80027485,0.6618489,0.88246524,0.7570167,0.96898144,0.8694878
-24,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.36769387,0.41527778,0.341739,0.48016492,0.2984809,0.54937786,0.24224538,0.63156825,0.18600984,0.71375865,0.10814527,0.80460066,0.523423,0.4239294,0.62724245,0.49314234,0.70943284,0.57533276,0.79594904,0.6575231,0.87813944,0.7440393,0.96898144,0.8565104
-30,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.35904223,0.41527778,0.341739,0.48016492,0.3028067,0.54505205,0.250897,0.62291664,0.19898728,0.70510703,0.121122696,0.79162323,0.5147714,0.432581,0.62724245,0.49746814,0.71375865,0.57965857,0.80027485,0.6618489,0.88246524,0.7526909,0.97330725,0.8565104
-34,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.3503906,0.41527778,0.3460648,0.4758391,0.3028067,0.53640044,0.2595486,0.6099392,0.20763889,0.6878038,0.12977432,0.7656684,0.5147714,0.432581,0.62724245,0.501794,0.71375865,0.5839844,0.80460066,0.66617477,0.88246524,0.7526909,0.97763306,0.8565104
-34,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.33308738,0.41527778,0.32876158,0.4758391,0.28982928,0.53640044,0.24657118,0.6056134,0.19898728,0.6791522,0.121122696,0.7613426,0.501794,0.432581,0.62291664,0.501794,0.71375865,0.5839844,0.80460066,0.6618489,0.88679105,0.7483651,0.98195887,0.8565104
-34,0.49279156,0.42135715,0.4198373,0.49337614,0.34641552,0.5682009,0.26773253,0.6564706,0.18975109,0.74696237,0.098324515,0.851483,0.62537205,0.431178,0.6762292,0.50705504,0.73597234,0.59555894,0.80308074,0.69025874,0.8783733,0.79279244,0.9605635,0.9084204,0.32443577,0.41527778,0.32876158,0.48016492,0.2941551,0.54072624,0.24657118,0.61859083,0.20331308,0.6964554,0.12977432,0.7829716,0.48881653,0.4282552,0.614265,0.49746814,0.70943284,0.5839844,0.80892646,0.66617477,0.89544266,0.7526909,0.9906105,0.8608362
