steering_angle,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_7,sample_6,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,f0_0,f0_1,f0_2,f0_3,f0_4,f0_5,f0_6,f0_7,f0_8,f0_9,f0_10,f0_11,f0_12,f0_13,f0_14,f0_15,f0_16,f0_17,f0_18,f0_19,f0_20,f0_21,f0_22,f0_23
14,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5623553,0.4671875,0.5104456,0.523423,0.4628617,0.5839844,0.41095194,0.6488715,0.35904223,0.72241026,0.28982928,0.80460066,0.683478,0.48016492,0.7440393,0.54072624,0.79594904,0.6099392,0.8565104,0.6921296,0.9213975,0.77432,0.9949363,0.87813944
16,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5623553,0.4715133,0.5147714,0.523423,0.4671875,0.5883102,0.4196036,0.6531973,0.36769387,0.72673607,0.3028067,0.80892646,0.683478,0.48016492,0.7483651,0.54505205,0.80460066,0.614265,0.865162,0.6921296,0.9300491,0.77432,1.003588,0.8738136
18,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.57533276,0.4715133,0.5277488,0.5190972,0.48881653,0.57965857,0.44555843,0.6445457,0.39797452,0.70943284,0.3374132,0.7872974,0.6964554,0.48016492,0.7570167,0.54072624,0.8132523,0.6099392,0.8694878,0.6878038,0.93870074,0.7699942,1.003588,0.8694878
22,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.57533276,0.4758391,0.53207463,0.5277488,0.49314234,0.592636,0.44555843,0.6575231,0.39797452,0.7310619,0.3374132,0.80892646,0.6921296,0.48881653,0.7613426,0.55370367,0.8175781,0.62291664,0.88246524,0.70510703,0.9473524,0.79594904,1.0122396,0.89544266
24,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5839844,0.4758391,0.53640044,0.523423,0.49746814,0.5839844,0.45421004,0.6531973,0.40230033,0.71808445,0.341739,0.79594904,0.70510703,0.48449072,0.7699942,0.54937786,0.8219039,0.61859083,0.88246524,0.6964554,0.9473524,0.7829716,1.0122396,0.87813944
28,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5969618,0.4758391,0.54937786,0.523423,0.5104456,0.57533276,0.4671875,0.64021987,0.41527778,0.70510703,0.36336803,0.77432,0.71375865,0.48881653,0.77432,0.54937786,0.8219039,0.61859083,0.87813944,0.6921296,0.93870074,0.7786458,1.003588,0.8694878
28,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5883102,0.4758391,0.54505205,0.523423,0.5104456,0.57965857,0.4715133,0.6488715,0.4282552,0.71375865,0.3763455,0.79162323,0.70510703,0.48449072,0.7699942,0.54505205,0.8219039,0.614265,0.88246524,0.6921296,0.9473524,0.77432,1.0079137,0.8738136
28,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.592636,0.4758391,0.54505205,0.523423,0.5061198,0.57965857,0.4671875,0.64021987,0.41527778,0.70510703,0.36336803,0.77432,0.70943284,0.48881653,0.7699942,0.54505205,0.8219039,0.614265,0.87813944,0.6878038,0.93870074,0.7699942,0.9992621,0.865162
28,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.592636,0.4758391,0.54937786,0.523423,0.5104456,0.57965857,0.4715133,0.6445457,0.4282552,0.70943284,0.37201968,0.7786458,0.71375865,0.48449072,0.77432,0.54505205,0.8262297,0.61859083,0.88246524,0.6921296,0.94302654,0.77432,1.003588,0.8694878
28,0.4887056,0.4569831,0.42592576,0.52020633,0.3666956,0.5865355,0.30447054,0.66373444,0.24246722,0.7428193,0.1631607,0.83099896,0.61581814,0.469517,0.6628471,0.5352912,0.7194154,0.61038303,0.78263915,0.6899112,0.85029876,0.777315,0.93703747,0.87592113,0.5839844,0.48449072,0.53640044,0.5277488,0.49746814,0.5839844,0.4628617,0.6488715,0.41527778,0.70943284,0.36336803,0.7829716,0.7007812,0.49314234,0.7656684,0.54937786,0.8219039,0.61859083,0.88246524,0.6921296,0.94302654,0.77432,1.0079137,0.865162
