steering_angle,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_7,sample_6,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,f0_0,f0_1,f0_2,f0_3,f0_4,f0_5,f0_6,f0_7,f0_8,f0_9,f0_10,f0_11,f0_12,f0_13,f0_14,f0_15,f0_16,f0_17,f0_18,f0_19,f0_20,f0_21,f0_22,f0_23
12,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.54072624,0.4715133,0.48016492,0.53207463,0.4239294,0.5969618,0.37201968,0.6618489,0.31578413,0.7353877,0.24224538,0.8219039,0.6618489,0.48449072,0.71808445,0.54072624,0.7699942,0.6056134,0.8348813,0.683478,0.89544266,0.7613426,0.97330725,0.8521846
0,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.523423,0.4628617,0.4671875,0.523423,0.41095194,0.5883102,0.35904223,0.6575231,0.3028067,0.7310619,0.22494213,0.8219039,0.64021987,0.4715133,0.6964554,0.53207463,0.7526909,0.6012876,0.8132523,0.6748264,0.88246524,0.7570167,0.96032983,0.8478587
-2,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.5061198,0.45853585,0.44555843,0.523423,0.3893229,0.5839844,0.33308738,0.6575231,0.27252603,0.7310619,0.19466147,0.8219039,0.63156825,0.4715133,0.683478,0.53207463,0.7397135,0.6012876,0.80027485,0.6791522,0.865162,0.7613426,0.9516782,0.8521846
-2,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.49746814,0.45853585,0.44123262,0.5190972,0.3806713,0.5839844,0.32443577,0.6575231,0.2638744,0.7310619,0.18600984,0.8219039,0.62291664,0.4671875,0.6791522,0.5277488,0.7353877,0.5969618,0.79594904,0.6748264,0.8608362,0.7570167,0.94302654,0.8478587
-2,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.501794,0.4628617,0.44123262,0.5277488,0.3806713,0.592636,0.32010996,0.66617477,0.2595486,0.7353877,0.17735822,0.8305555,0.62724245,0.4758391,0.683478,0.53640044,0.7397135,0.6056134,0.80027485,0.683478,0.865162,0.7699942,0.9473524,0.8608362
-2,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.501794,0.4671875,0.44123262,0.53207463,0.3849971,0.592636,0.32876158,0.6618489,0.26820022,0.7397135,0.18600984,0.8262297,0.62291664,0.48016492,0.6791522,0.54072624,0.7397135,0.6099392,0.80027485,0.6878038,0.865162,0.7699942,0.9516782,0.8608362
4,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.5061198,0.4715133,0.44123262,0.53207463,0.3849971,0.592636,0.32443577,0.6618489,0.2595486,0.7310619,0.17735822,0.8175781,0.63589406,0.48016492,0.6878038,0.54505205,0.7440393,0.614265,0.80460066,0.6878038,0.8694878,0.77432,0.956004,0.865162
8,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.5104456,0.4758391,0.45421004,0.53207463,0.39797452,0.5969618,0.3374132,0.66617477,0.27685186,0.7353877,0.19898728,0.8219039,0.64021987,0.48881653,0.6921296,0.54937786,0.7483651,0.61859083,0.8132523,0.6921296,0.8738136,0.7786458,0.956004,0.8694878
8,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.5104456,0.4758391,0.45421004,0.53640044,0.3936487,0.5969618,0.3374132,0.66617477,0.27685186,0.7397135,0.19898728,0.8262297,0.64021987,0.48881653,0.6964554,0.55370367,0.7526909,0.62291664,0.8175781,0.7007812,0.88246524,0.7829716,0.96898144,0.87813944
8,0.48914924,0.45842513,0.42226553,0.52109367,0.3571566,0.58509356,0.2899402,0.65707934,0.22383296,0.73427856,0.14064428,0.81735593,0.6210312,0.47484076,0.66584176,0.54383177,0.7194155,0.62136394,0.77831334,0.7002264,0.8408707,0.78973794,0.9260565,0.88867676,0.5104456,0.48016492,0.45421004,0.54072624,0.3936487,0.6056134,0.3374132,0.6748264,0.27685186,0.7440393,0.19466147,0.8305555,0.64021987,0.49314234,0.7007812,0.55370367,0.7613426,0.62291664,0.8262297,0.7007812,0.89111686,0.7829716,0.97763306,0.87813944
